LAT,LON,YEAR,MO,DY,QV2M,RH2M,PS,PRECTOT,T2M_RANGE,TS,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M,WS50M_RANGE,WS10M_RANGE,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
39.75,32.75,2015,05,04,    5.86,   64.18,   89.73,    0.00,   14.37,   11.85,    4.47,    4.48,   18.77,    4.40,   10.99,    3.73,    2.31,    3.42,    2.32,    7.15,    4.63,    5.10,    3.46
39.75,32.75,2015,05,05,    6.37,   60.06,   89.78,    0.00,   17.90,   14.04,    5.49,    5.49,   21.02,    3.13,   13.25,    3.96,    1.86,    1.64,    1.20,    5.60,    3.06,    2.90,    1.97
39.75,32.75,2015,05,06,    6.89,   60.37,   89.61,    0.00,   15.06,   14.85,    6.79,    6.80,   22.30,    7.23,   14.36,    4.03,    3.64,    2.68,    1.74,    6.71,    5.39,    4.86,    3.34
39.75,32.75,2015,05,07,    6.41,   51.33,   89.55,    0.00,   17.64,   15.48,    5.45,    5.47,   23.93,    6.29,   15.76,    3.88,    2.94,    0.52,    0.36,    4.40,    3.30,    2.61,    1.96
39.75,32.75,2015,05,08,    8.45,   73.55,   89.42,    7.93,   10.55,   13.96,    9.68,    9.68,   19.77,    9.22,   14.42,    5.76,    3.96,    0.57,    0.38,    6.33,    4.34,    3.52,    2.44
39.75,32.75,2015,05,09,    6.47,   62.81,   89.42,    0.09,   14.55,   14.03,    5.82,    5.83,   20.09,    5.54,   12.75,    4.04,    1.65,    3.31,    2.18,    7.35,    3.82,    4.69,    3.15
39.75,32.75,2015,05,10,    5.66,   58.25,   89.39,    0.00,   14.88,   13.34,    3.90,    3.91,   19.28,    4.40,   11.88,    4.56,    1.77,    2.47,    2.17,    7.04,    3.94,    4.39,    2.88
39.75,32.75,2015,05,11,    6.21,   64.54,   89.53,    0.00,   13.92,   13.31,    5.28,    5.29,   18.50,    4.58,   11.74,    5.37,    2.10,    2.36,    2.11,    7.73,    4.21,    4.61,    3.07
39.75,32.75,2015,05,12,    5.80,   59.17,   89.73,    0.00,   14.27,   13.46,    4.31,    4.32,   19.39,    5.11,   12.06,    3.14,    2.07,    5.00,    3.40,    8.14,    5.46,    6.13,    4.32
39.75,32.75,2015,05,13,    5.68,   62.78,   89.73,    0.00,   14.15,   12.09,    4.03,    4.04,   17.61,    3.46,   10.84,    1.76,    2.59,    4.39,    2.45,    6.15,    5.04,    5.43,    3.71
39.75,32.75,2015,05,14,    5.22,   51.06,   89.61,    0.00,   14.44,   13.61,    2.82,    2.83,   19.43,    5.00,   12.68,    4.13,    2.27,    0.45,    0.27,    4.58,    2.54,    2.09,    1.46
39.75,32.75,2015,05,15,    6.06,   50.32,   89.88,    0.03,   16.84,   15.53,    4.86,    4.87,   22.92,    6.08,   15.24,    2.74,    2.69,    3.06,    2.26,    5.80,    4.95,    4.53,    3.27
39.75,32.75,2015,05,16,    8.38,   59.06,   90.27,    0.79,   16.82,   17.98,    9.68,    9.68,   26.03,    9.21,   17.87,    2.62,    2.91,    2.70,    1.69,    5.31,    4.60,    4.21,    2.97
39.75,32.75,2015,05,17,    8.50,   52.42,   90.09,    0.11,   15.38,   20.26,    9.88,    9.88,   28.05,   12.67,   19.97,    5.17,    3.79,    1.15,    0.94,    6.32,    4.73,    3.92,    2.72
39.75,32.75,2015,05,18,    9.08,   51.81,   89.92,    2.30,   16.32,   21.80,   10.81,   10.81,   28.94,   12.62,   21.20,    2.71,    1.80,    1.21,    0.66,    3.91,    2.46,    2.44,    1.66
39.75,32.75,2015,05,19,    8.48,   47.86,   89.60,    0.66,   16.18,   21.64,    9.63,    9.64,   29.02,   12.84,   21.33,    5.85,    3.34,    1.75,    1.12,    7.60,    4.46,    4.59,    3.18
39.75,32.75,2015,05,20,    7.43,   41.67,   89.30,    0.26,   17.62,   21.22,    7.62,    7.63,   30.74,   13.12,   21.40,    6.32,    5.47,    3.10,    1.98,    9.42,    7.45,    6.03,    4.10
39.75,32.75,2015,05,21,    7.42,   53.90,   89.34,    0.51,   14.64,   18.64,    7.68,    7.69,   24.67,   10.03,   17.24,    4.20,    2.76,    2.61,    1.77,    6.81,    4.53,    4.38,    3.07
39.75,32.75,2015,05,22,    8.77,   62.08,   89.42,    0.85,   13.87,   19.03,   10.28,   10.28,   24.43,   10.56,   17.64,    2.80,    1.30,    2.23,    1.64,    5.03,    2.94,    3.38,    2.28
39.75,32.75,2015,05,23,    8.69,   60.12,   89.51,    1.30,   12.50,   18.91,   10.15,   10.15,   24.21,   11.71,   18.02,    3.28,    1.76,    0.44,    0.30,    3.72,    2.06,    2.15,    1.37
39.75,32.75,2015,05,24,    8.79,   53.21,   89.41,    3.04,   17.79,   21.26,   10.15,   10.16,   28.32,   10.53,   20.16,    1.55,    1.30,    2.66,    1.67,    4.21,    2.96,    3.38,    2.32
39.75,32.75,2015,05,25,    9.13,   57.55,   89.26,    5.22,   11.88,   20.35,   10.77,   10.77,   25.54,   13.67,   19.46,    3.95,    2.68,    0.59,    0.52,    4.54,    3.20,    2.78,    1.91
39.75,32.75,2015,05,26,    8.27,   54.96,   89.25,    0.24,   14.26,   19.30,    9.36,    9.36,   25.45,   11.19,   18.62,    3.89,    3.65,    1.40,    0.93,    5.29,    4.59,    3.89,    2.88
39.75,32.75,2015,05,27,    8.56,   58.91,   88.96,    7.48,   12.05,   18.54,    9.84,    9.84,   24.53,   12.49,   18.02,    4.93,    4.83,    4.00,    2.24,    8.93,    7.07,    6.50,    4.47
39.75,32.75,2015,05,28,    8.09,   68.41,   88.97,    2.78,   10.21,   16.35,    9.02,    9.02,   20.41,   10.20,   14.79,    1.59,    3.04,    4.53,    2.33,    6.12,    5.38,    5.39,    4.02
39.75,32.75,2015,05,29,    8.27,   77.91,   89.01,    8.40,    7.82,   13.97,    9.38,    9.38,   17.61,    9.79,   13.13,    2.36,    2.60,    3.40,    2.30,    5.76,    4.90,    4.51,    3.25
39.75,32.75,2015,05,30,    7.77,   76.18,   89.37,    7.63,    8.03,   13.98,    8.51,    8.51,   17.19,    9.16,   12.58,    3.99,    2.52,    0.52,    0.60,    4.51,    3.12,    3.22,    2.37
39.75,32.75,2015,05,31,    7.54,   66.96,   89.80,    1.59,   10.98,   16.12,    8.13,    8.13,   19.72,    8.74,   14.18,    4.12,    1.97,    0.22,    0.20,    4.34,    2.16,    2.40,    1.51
39.75,32.75,2015,06,01,    7.71,   62.38,   89.91,    0.03,   14.41,   17.29,    8.47,    8.48,   22.34,    7.92,   15.63,    5.28,    1.81,    1.45,    1.39,    6.73,    3.20,    3.54,    2.34
39.75,32.75,2015,06,02,    8.68,   60.52,   89.83,    4.83,   16.18,   19.06,   10.16,   10.16,   25.72,    9.55,   17.97,    3.92,    3.32,    3.15,    1.84,    7.07,    5.16,    5.37,    3.55
39.75,32.75,2015,06,03,    9.76,   73.43,   89.78,    9.65,    8.38,   17.33,   11.95,   11.95,   21.27,   12.89,   16.73,    3.07,    2.23,    2.12,    1.85,    5.20,    4.08,    4.11,    2.71
39.75,32.75,2015,06,04,    9.24,   83.45,   89.64,   19.59,    5.08,   14.31,   11.13,   11.13,   16.74,   11.66,   13.88,    2.45,    2.63,    2.70,    1.70,    5.15,    4.33,    4.00,    2.80
39.75,32.75,2015,06,05,    8.96,   83.29,   89.59,    0.92,    5.34,   13.67,   10.67,   10.67,   16.37,   11.03,   13.43,    3.13,    1.51,    0.81,    0.53,    3.94,    2.04,    1.87,    1.29
39.75,32.75,2015,06,06,    9.27,   81.96,   89.80,    2.91,    7.80,   14.45,   11.20,   11.20,   18.05,   10.25,   14.23,    2.44,    2.87,    2.78,    1.56,    5.21,    4.43,    4.03,    2.87
39.75,32.75,2015,06,07,   10.14,   74.71,   90.02,    2.10,   12.83,   17.72,   12.54,   12.54,   23.05,   10.22,   17.10,    2.81,    1.66,    3.69,    2.07,    6.50,    3.73,    4.56,    3.00
39.75,32.75,2015,06,08,   10.53,   72.07,   89.69,    1.12,    9.95,   18.32,   13.12,   13.12,   22.83,   12.87,   18.22,    5.14,    2.93,    1.56,    1.31,    6.70,    4.24,    3.71,    2.53
39.75,32.75,2015,06,09,    9.88,   68.62,   89.50,    1.52,   10.78,   18.42,   12.10,   12.10,   23.40,   12.62,   17.95,    3.38,    2.54,    0.98,    0.91,    4.36,    3.45,    2.87,    2.07
39.75,32.75,2015,06,10,    9.87,   73.45,   89.42,    4.45,   10.36,   17.56,   12.08,   12.08,   21.67,   11.32,   16.84,    3.66,    1.82,    0.95,    0.91,    4.61,    2.73,    2.44,    1.66
39.75,32.75,2015,06,11,   10.19,   79.79,   89.50,    6.97,    8.72,   16.70,   12.59,   12.58,   20.41,   11.68,   16.06,    3.80,    1.25,    2.07,    1.67,    5.87,    2.92,    3.38,    2.23
39.75,32.75,2015,06,12,    9.80,   75.54,   89.73,    2.74,    9.76,   17.23,   12.03,   12.03,   21.38,   11.61,   16.34,    2.62,    1.17,    3.10,    2.04,    5.71,    3.21,    4.03,    2.64
39.75,32.75,2015,06,13,    9.83,   73.14,   89.81,    0.43,   10.90,   17.78,   12.10,   12.10,   22.43,   11.53,   16.92,    1.80,    1.92,    4.14,    2.42,    5.94,    4.35,    5.11,    3.41
39.75,32.75,2015,06,14,    9.94,   72.62,   89.66,    0.66,   11.23,   17.93,   12.23,   12.23,   22.44,   11.20,   17.18,    1.53,    1.55,    3.48,    2.05,    5.01,    3.60,    4.09,    2.77
39.75,32.75,2015,06,15,    9.84,   67.60,   89.57,    1.19,   12.77,   19.24,   12.06,   12.06,   24.42,   11.66,   18.14,    3.67,    1.80,    2.05,    1.63,    5.71,    3.44,    3.59,    2.46
39.75,32.75,2015,06,16,    9.55,   63.24,   89.43,    2.60,   13.08,   19.19,   11.52,   11.52,   24.94,   11.86,   18.71,    3.29,    2.44,    1.46,    1.22,    4.76,    3.67,    3.50,    2.46
39.75,32.75,2015,06,17,   10.48,   70.23,   89.26,    0.61,   10.54,   19.68,   12.96,   12.96,   24.17,   13.63,   18.47,    2.60,    2.37,    1.83,    1.26,    4.43,    3.63,    3.21,    2.21
39.75,32.75,2015,06,18,   10.29,   65.76,   89.06,    7.58,   13.59,   20.50,   12.61,   12.62,   25.91,   12.32,   19.20,    3.57,    3.11,    0.69,    0.58,    4.26,    3.69,    2.68,    2.00
39.75,32.75,2015,06,19,   10.05,   71.72,   88.88,    3.43,    8.81,   18.03,   12.23,   12.23,   22.50,   13.70,   17.41,    5.76,    3.37,    1.12,    0.69,    6.88,    4.06,    3.24,    2.21
39.75,32.75,2015,06,20,    9.89,   72.81,   89.17,    2.07,    9.85,   18.17,   12.07,   12.07,   21.68,   11.83,   16.97,    2.61,    1.03,    1.81,    1.74,    4.41,    2.77,    3.18,    2.15
39.75,32.75,2015,06,21,    9.62,   63.21,   89.31,    0.11,   13.55,   20.00,   11.66,   11.66,   24.92,   11.37,   18.80,    2.58,    1.46,    1.36,    1.14,    3.93,    2.60,    2.49,    1.78
39.75,32.75,2015,06,22,    9.76,   59.87,   89.46,    1.74,   12.57,   20.95,   11.87,   11.87,   25.79,   13.21,   19.94,    5.82,    2.97,    0.42,    0.39,    6.25,    3.36,    2.04,    1.38
39.75,32.75,2015,06,23,   10.82,   72.89,   89.41,   10.59,   10.53,   19.75,   13.47,   13.48,   23.82,   13.29,   18.41,    5.94,    3.27,    0.17,    0.32,    6.11,    3.58,    3.16,    2.06
39.75,32.75,2015,06,24,   10.33,   75.48,   89.53,    8.53,    8.24,   17.88,   12.78,   12.78,   21.40,   13.16,   17.14,    2.52,    1.69,    1.59,    1.01,    4.10,    2.70,    2.73,    1.90
39.75,32.75,2015,06,25,    9.56,   68.45,   89.45,    0.04,   13.46,   18.99,   11.60,   11.60,   24.07,   10.61,   17.46,    4.11,    3.02,    1.76,    1.53,    5.87,    4.55,    3.76,    2.58
39.75,32.75,2015,06,26,    9.22,   65.73,   89.26,    1.68,   13.93,   19.16,   10.96,   10.96,   23.67,    9.74,   17.49,    4.46,    1.48,    1.85,    1.67,    6.31,    3.14,    3.42,    2.28
39.75,32.75,2015,06,27,   10.04,   73.56,   89.07,    9.12,    9.21,   17.80,   12.28,   12.28,   21.65,   12.44,   17.03,    5.55,    2.96,    0.60,    0.64,    6.15,    3.61,    3.63,    2.26
39.75,32.75,2015,06,28,    9.15,   69.59,   89.16,    2.74,    8.76,   17.33,   10.86,   10.87,   20.59,   11.83,   16.47,    1.59,    2.27,    2.43,    1.27,    4.02,    3.55,    3.19,    2.18
39.75,32.75,2015,06,29,    9.04,   68.61,   89.62,    0.80,   12.26,   18.24,   10.77,   10.78,   22.35,   10.09,   16.59,    6.63,    3.13,    0.14,    0.15,    6.77,    3.28,    2.88,    1.71
39.75,32.75,2015,06,30,    9.18,   64.81,   89.82,    0.61,   11.87,   19.12,   11.05,   11.05,   23.12,   11.24,   17.75,    5.69,    2.51,    0.65,    0.59,    6.34,    3.10,    2.72,    1.79
39.75,32.75,2015,07,01,    9.43,   59.36,   90.01,    0.02,   14.10,   21.01,   11.45,   11.46,   26.23,   12.13,   19.62,    7.28,    3.42,    0.29,    0.35,    7.57,    3.78,    2.77,    1.75
39.75,32.75,2015,07,02,   10.48,   65.91,   89.87,    2.56,   13.66,   20.89,   13.05,   13.05,   26.45,   12.79,   19.60,    4.37,    1.51,    3.76,    3.43,    8.14,    4.94,    5.83,    4.15
39.75,32.75,2015,07,03,   10.13,   66.04,   89.98,    0.10,   11.89,   20.59,   12.56,   12.57,   25.37,   13.48,   19.04,    3.68,    1.83,    3.19,    2.44,    6.87,    4.27,    4.76,    3.35
39.75,32.75,2015,07,04,    9.35,   59.44,   89.95,    0.00,   13.57,   21.16,   11.32,   11.32,   26.19,   12.62,   19.46,    5.06,    2.27,    1.70,    1.53,    6.76,    3.80,    3.86,    2.66
39.75,32.75,2015,07,05,   10.01,   58.40,   89.82,    0.01,   15.28,   22.65,   12.30,   12.30,   27.79,   12.50,   20.81,    6.23,    2.86,    0.74,    0.68,    6.97,    3.54,    3.38,    2.12
39.75,32.75,2015,07,06,   10.66,   60.30,   89.74,    0.11,   12.97,   22.88,   13.30,   13.30,   28.14,   15.17,   21.30,    6.59,    4.02,    0.45,    0.62,    7.04,    4.64,    4.06,    2.90
39.75,32.75,2015,07,07,   10.23,   59.53,   89.74,    0.00,   13.13,   22.59,   12.65,   12.66,   27.54,   14.41,   20.83,    4.88,    2.12,    2.83,    2.53,    7.72,    4.65,    5.00,    3.34
39.75,32.75,2015,07,08,    9.55,   56.38,   89.59,    0.00,   15.64,   22.06,   11.56,   11.57,   28.26,   12.62,   20.58,    2.96,    2.28,    4.20,    2.45,    7.16,    4.73,    5.49,    3.63
39.75,32.75,2015,07,09,   10.60,   58.44,   89.41,    0.23,   15.75,   23.13,   13.08,   13.08,   29.02,   13.27,   21.66,    3.96,    1.43,    1.37,    1.12,    5.32,    2.55,    2.94,    1.92
39.75,32.75,2015,07,10,    9.81,   49.11,   89.55,    0.66,   13.54,   24.18,   11.78,   11.79,   30.50,   16.95,   23.28,    5.26,    3.94,    1.40,    1.18,    6.66,    5.12,    4.15,    2.91
39.75,32.75,2015,07,11,   10.61,   56.86,   89.54,    0.04,   15.17,   23.99,   13.11,   13.12,   29.83,   14.67,   22.14,    6.32,    3.72,    2.28,    2.10,    8.59,    5.81,    4.93,    3.54
39.75,32.75,2015,07,12,    9.56,   56.99,   89.51,    0.00,   11.85,   22.31,   11.54,   11.55,   26.69,   14.84,   20.41,    3.53,    3.72,    3.14,    1.86,    6.67,    5.58,    4.96,    3.58
39.75,32.75,2015,07,13,    7.92,   51.17,   89.60,    0.00,   14.96,   21.09,    8.74,    8.75,   26.52,   11.56,   19.15,    3.34,    2.40,    2.67,    1.60,    6.02,    4.00,    4.03,    2.79
39.75,32.75,2015,07,14,    8.27,   50.17,   89.54,    0.00,   18.56,   22.35,    9.35,    9.35,   28.98,   10.42,   20.14,    6.53,    3.59,    0.58,    0.46,    7.11,    4.05,    3.96,    2.46
39.75,32.75,2015,07,15,    8.55,   51.40,   89.70,    0.00,   16.07,   22.41,    9.85,    9.85,   27.92,   11.86,   20.31,    5.74,    2.61,    2.39,    2.24,    8.13,    4.85,    4.45,    3.00
39.75,32.75,2015,07,16,    8.81,   51.54,   89.87,    0.00,   15.63,   22.52,   10.36,   10.37,   28.96,   13.33,   20.80,    3.91,    3.07,    4.48,    2.50,    8.40,    5.57,    5.95,    4.15
39.75,32.75,2015,07,17,    7.62,   47.80,   89.97,    0.00,   17.00,   21.28,    8.22,    8.23,   28.21,   11.21,   19.68,    3.92,    2.70,    4.60,    2.70,    8.53,    5.40,    6.27,    4.26
39.75,32.75,2015,07,18,    6.84,   43.92,   89.85,    0.00,   17.97,   20.67,    6.43,    6.45,   28.54,   10.57,   19.31,    3.24,    2.74,    5.09,    2.79,    8.34,    5.53,    6.53,    4.35
39.75,32.75,2015,07,19,    6.74,   41.88,   89.78,    0.00,   18.56,   20.96,    6.27,    6.28,   29.00,   10.44,   19.81,    2.59,    3.63,    5.18,    2.95,    7.77,    6.58,    6.73,    4.52
39.75,32.75,2015,07,20,    7.42,   41.98,   89.45,    0.00,   19.46,   22.29,    7.38,    7.40,   30.73,   11.27,   21.27,    4.99,    2.93,    2.18,    1.36,    7.17,    4.29,    4.17,    2.87
39.75,32.75,2015,07,21,    7.07,   37.07,   89.45,    0.00,   19.32,   23.68,    6.69,    6.72,   32.43,   13.11,   22.52,    4.48,    2.87,    3.33,    2.25,    7.81,    5.11,    5.42,    3.61
39.75,32.75,2015,07,22,    7.98,   44.71,   89.72,    0.00,   18.36,   22.86,    8.77,    8.78,   30.43,   12.08,   21.47,    2.92,    2.99,    5.08,    2.90,    8.00,    5.89,    6.46,    4.41
39.75,32.75,2015,07,23,    9.39,   51.19,   89.61,    0.00,   16.74,   23.65,   11.22,   11.22,   30.80,   14.06,   21.90,    4.49,    3.68,    2.49,    2.05,    6.97,    5.73,    5.08,    3.59
39.75,32.75,2015,07,24,    9.20,   42.70,   89.37,    0.00,   19.83,   26.12,   10.83,   10.84,   34.04,   14.21,   24.52,    5.87,    2.80,    0.96,    0.81,    6.84,    3.61,    3.81,    2.39
39.75,32.75,2015,07,25,   10.10,   43.87,   89.23,    0.14,   16.82,   27.01,   12.27,   12.27,   33.77,   16.95,   25.59,    3.96,    1.50,    2.47,    1.82,    6.43,    3.32,    3.90,    2.57
39.75,32.75,2015,07,26,   10.28,   44.56,   89.27,    0.00,   13.81,   27.26,   12.53,   12.53,   33.27,   19.47,   25.63,    7.38,    3.93,    0.18,    0.25,    7.56,    4.17,    3.53,    2.20
39.75,32.75,2015,07,27,    8.92,   41.38,   89.22,    0.00,   14.19,   26.12,   10.32,   10.33,   32.33,   18.13,   24.49,    5.49,    2.68,    1.74,    1.24,    7.22,    3.92,    4.00,    2.67
39.75,32.75,2015,07,28,    8.48,   39.67,   89.31,    0.00,   17.39,   26.34,    9.51,    9.52,   32.97,   15.58,   24.37,    6.82,    2.86,    1.63,    1.46,    8.45,    4.32,    3.86,    2.42
39.75,32.75,2015,07,29,    9.34,   40.84,   89.45,    0.00,   16.56,   26.95,   11.06,   11.06,   33.80,   17.24,   25.53,    4.82,    3.12,    3.75,    2.18,    8.57,    5.30,    5.58,    3.69
39.75,32.75,2015,07,30,    8.56,   35.55,   89.39,    0.00,   18.61,   28.23,    9.79,    9.79,   35.47,   16.86,   26.40,    6.54,    2.78,    1.37,    1.35,    7.92,    4.13,    4.72,    2.88
39.75,32.75,2015,07,31,    9.70,   38.08,   89.16,    0.92,   17.19,   28.78,   11.64,   11.65,   36.33,   19.14,   27.30,    3.67,    2.58,    4.01,    2.19,    7.69,    4.77,    5.27,    3.59
39.75,32.75,2015,08,01,   10.11,   44.71,   89.53,    0.01,   15.01,   27.38,   12.39,   12.39,   33.11,   18.10,   25.35,    5.06,    4.09,    3.00,    1.77,    8.06,    5.86,    5.08,    3.84
39.75,32.75,2015,08,02,   10.75,   50.23,   89.98,    0.91,   13.44,   26.65,   13.45,   13.45,   31.23,   17.79,   24.50,    3.53,    1.67,    2.97,    2.50,    6.49,    4.17,    4.81,    3.28
39.75,32.75,2015,08,03,   11.01,   50.47,   89.83,    0.25,   14.33,   27.34,   13.73,   13.73,   31.95,   17.62,   24.80,    4.25,    1.69,    1.87,    1.76,    6.12,    3.45,    3.90,    2.54
39.75,32.75,2015,08,04,    9.42,   39.91,   89.56,    0.02,   16.58,   28.45,   11.17,   11.18,   34.47,   17.90,   26.09,    5.76,    3.11,    0.15,    0.34,    5.91,    3.45,    3.40,    2.28
39.75,32.75,2015,08,05,    9.57,   40.47,   89.44,    0.57,   15.56,   28.46,   11.42,   11.42,   33.87,   18.31,   26.09,    5.68,    2.77,    0.72,    0.61,    6.39,    3.37,    3.25,    2.24
39.75,32.75,2015,08,06,   10.22,   42.64,   89.41,    2.31,   15.80,   28.86,   12.41,   12.41,   33.73,   17.93,   26.31,    7.94,    5.04,    1.12,    1.15,    9.06,    6.19,    4.35,    2.97
39.75,32.75,2015,08,07,   10.18,   45.54,   89.56,    0.72,   13.36,   27.16,   12.45,   12.45,   31.89,   18.53,   25.16,    4.59,    2.11,    2.84,    2.18,    7.43,    4.29,    4.67,    3.21
39.75,32.75,2015,08,08,    8.66,   39.10,   89.73,    0.15,   15.70,   27.29,   10.09,   10.09,   32.91,   17.21,   25.05,    5.12,    2.90,    2.82,    2.26,    7.94,    5.17,    5.21,    3.58
39.75,32.75,2015,08,09,    7.93,   35.06,   89.69,    0.10,   15.91,   27.43,    8.66,    8.67,   33.16,   17.25,   25.40,    4.68,    3.10,    2.81,    1.98,    7.50,    5.08,    5.09,    3.50
39.75,32.75,2015,08,10,    9.22,   38.65,   89.44,    0.25,   16.40,   29.00,   10.88,   10.89,   34.03,   17.63,   26.25,    6.12,    3.44,    0.45,    0.52,    6.57,    3.96,    3.72,    2.48
39.75,32.75,2015,08,11,   10.70,   49.06,   89.45,    2.14,   12.49,   27.08,   13.22,   13.22,   31.22,   18.74,   24.71,    5.24,    3.84,    0.53,    0.30,    5.77,    4.14,    3.42,    2.46
39.75,32.75,2015,08,12,   10.05,   47.40,   89.63,    0.16,   14.84,   26.93,   12.23,   12.23,   31.89,   17.06,   24.29,    4.32,    2.62,    1.43,    1.05,    5.74,    3.67,    3.28,    2.27
39.75,32.75,2015,08,13,    9.91,   43.01,   89.54,    0.00,   15.96,   28.06,   12.09,   12.09,   33.59,   17.63,   25.66,    5.67,    3.45,    1.44,    1.28,    7.11,    4.73,    4.18,    3.05
39.75,32.75,2015,08,14,    9.98,   40.60,   89.51,    0.30,   14.60,   29.60,   12.19,   12.19,   34.30,   19.69,   26.77,    5.96,    3.50,    0.62,    0.59,    6.58,    4.09,    3.38,    2.40
39.75,32.75,2015,08,15,   11.51,   50.11,   89.42,    6.05,   11.89,   27.48,   14.35,   14.35,   31.70,   19.81,   25.58,    4.88,    3.12,    0.47,    0.53,    5.36,    3.65,    3.47,    2.36
39.75,32.75,2015,08,16,   11.27,   53.86,   89.46,    0.52,   11.45,   26.08,   14.01,   14.01,   30.10,   18.65,   24.03,    3.63,    3.60,    1.43,    0.99,    5.06,    4.59,    3.49,    2.63
39.75,32.75,2015,08,17,   10.34,   46.51,   89.44,    0.06,   13.37,   26.95,   12.72,   12.72,   31.91,   18.54,   25.04,    3.83,    3.37,    0.16,    0.11,    4.00,    3.48,    2.71,    2.07
39.75,32.75,2015,08,18,    9.76,   41.34,   89.41,    0.00,   14.41,   27.87,   11.88,   11.88,   33.39,   18.98,   26.05,    4.90,    3.28,    1.34,    1.13,    6.24,    4.41,    3.86,    2.74
39.75,32.75,2015,08,19,   10.69,   45.08,   89.54,    0.09,   13.45,   28.70,   13.28,   13.28,   33.39,   19.94,   26.14,    6.91,    4.45,    0.43,    0.63,    7.34,    5.08,    4.41,    3.32
39.75,32.75,2015,08,20,   10.17,   44.58,   89.72,    0.13,   14.07,   28.37,   12.54,   12.54,   32.63,   18.56,   25.53,    6.07,    3.51,    1.37,    1.33,    7.44,    4.85,    3.86,    2.74
